Dataset Title,API Field Name,Description,Data Type
Secured Party Information in Colorado,recordstatus,"Designation of inactive or active. If there was a change made that impacted the record, then the old listing associated becomes inactive. If a listing is 'deleted' from a filing, it is also listed as inactive.",Plain Text
Secured Party Information in Colorado,lastname,Individual’s last name.,Plain Text
Secured Party Information in Colorado,firstname,Individual’s first name.,Plain Text
Secured Party Information in Colorado,middlename,Individual’s middle name.,Plain Text
Secured Party Information in Colorado,suffix,Individual’s name suffix.,Plain Text
Secured Party Information in Colorado,organizationname,Organization name if this secured party is an organization.,Plain Text
Secured Party Information in Colorado,address1,Line One of secured party’s Address.,Plain Text
Secured Party Information in Colorado,address2,Line Two of secured party’s Address.,Plain Text
Secured Party Information in Colorado,city,City in which secured party is located.,Plain Text
Secured Party Information in Colorado,state,State in which secured party is located.,Plain Text
Secured Party Information in Colorado,country,Country information for secured party.,Plain Text
Secured Party Information in Colorado,zipcode,Postal code for address provided for secured party.,Plain Text
Secured Party Information in Colorado,zipcode4,"If nine digit zip code is given, the full code will be listed here.",Plain Text
Secured Party Information in Colorado,assignor,Indicates if the secured party is an assignor: values: 1-yes; 0-no.,Number
Taxes by County and Industry in Colorado,month,The month code that the data was gathered (eg 01 is January),Number
Taxes by County and Industry in Colorado,year,The year that the data was gathered,Number
Taxes by County and Industry in Colorado,fips,"The county fips code, added after export from database using county name and lookup table",Number
Taxes by County and Industry in Colorado,county,The name of the county (eg Jefferson),Plain Text
Taxes by County and Industry in Colorado,agriculture,The amount of retail sold in the agriculture industry,Number
Taxes by County and Industry in Colorado,mining,"The amount of retail sold in the Mining, Quarrying, and Oil and Gas Extraction industry",Number
Taxes by County and Industry in Colorado,utilities,The amount of retail sold in the Utilities industry,Number
Taxes by County and Industry in Colorado,construction,The amount of retail sold in the Construction industry,Number
Taxes by County and Industry in Colorado,manufacturing,The amount of retail sold in the Manufacturing industry,Number
Taxes by County and Industry in Colorado,wholesale,The amount of retail sold in the Wholesale Trade industry,Number
Taxes by County and Industry in Colorado,mvparts,The amount of retail sold in the ? industry,Number
Taxes by County and Industry in Colorado,furniture,The amount of retail sold in the Furniture industry,Number
Taxes by County and Industry in Colorado,electappl,The amount of retail sold in the Electricity industry,Number
Taxes by County and Industry in Colorado,bldgnursery,The amount of retail sold in the Building and Nursery industry,Number
Taxes by County and Industry in Colorado,foodbeverage,The amount of retail sold in the Food and Beverage industry,Number
Taxes by County and Industry in Colorado,healthcare,The amount of retail sold in the Health Care industry,Number
Taxes by County and Industry in Colorado,gasstations,The amount of retail sold in the Gas Station industry,Number
Taxes by County and Industry in Colorado,clothing,The amount of retail sold in the Clothing industry,Number
Taxes by County and Industry in Colorado,sportshobbies,The amount of retail sold in the Sports and Hobbies industry,Number
Taxes by County and Industry in Colorado,genmerchandise,The amount of retail sold in the General Merchandise industry,Number
Taxes by County and Industry in Colorado,miscstores,The amount of retail sold in the Miscellaneous Stores industry,Number
Taxes by County and Industry in Colorado,nonstore,The amount of retail sold in the Not Store industry,Number
Taxes by County and Industry in Colorado,transwrhse,The amount of retail sold in the Transportation and Warehousing industry,Number
Taxes by County and Industry in Colorado,information,The amount of retail sold in the Information industry,Number
Taxes by County and Industry in Colorado,financialinsurance,The amount of retail sold in the Finance and Insurance industry,Number
Taxes by County and Industry in Colorado,realestate,"The amount of retail sold in the Real Estate, Rental, and Leasing industry",Number
Taxes by County and Industry in Colorado,professionaltechnical,"The amount of retail sold in the Professional, Scientific, and Technical Services industry",Number
Taxes by County and Industry in Colorado,adsuppwstmngmremserv,The amount of retail sold in the Administrative and Support and Waste Management and Remediation Services industry,Number
Taxes by County and Industry in Colorado,education,The amount of retail sold in the Education industry,Number
Taxes by County and Industry in Colorado,health,The amount of retail sold in the Health Care and Social Assistance industry,Number
Taxes by County and Industry in Colorado,artsentertainment,"The amount of retail sold in the Arts, Entertainment, and Recreation industry",Number
Taxes by County and Industry in Colorado,lodging,The amount of retail sold in the Accommodation industry,Number
Taxes by County and Industry in Colorado,foodservices,The amount of retail sold in the Food Services industry,Number
Taxes by County and Industry in Colorado,otherservices,The amount of retail sold in the Other Services industry,Number
Taxes by County and Industry in Colorado,government,The amount of retail sold in the Public Administration industry,Number
Taxes by County and Industry in Colorado,retailtrades,The amount of retail traded (?),Number
Taxes by County and Industry in Colorado,allindustries,The amount of retail sold in all industries,Number
Directory of Lobbyists in Colorado,lobbyistlastname,Last name of lobbyist,Plain Text
Directory of Lobbyists in Colorado,lobbyistfirstname,First name of lobbyist,Plain Text
Directory of Lobbyists in Colorado,lobbyistaddress1,First line of lobbyist address,Plain Text
Directory of Lobbyists in Colorado,lobbyistaddress2,Second line of lobbyist address,Plain Text
Directory of Lobbyists in Colorado,lobbyistcity,City of lobbyist address,Plain Text
Directory of Lobbyists in Colorado,lobbyiststate,Two-digit state abbreviation of lobbyist address,Plain Text
Directory of Lobbyists in Colorado,lobbyistzip,Zipcode of lobbyist address,Plain Text
Directory of Lobbyists in Colorado,officialstatelobbyist,"Indicator for official state lobbyist. N = No, Y = Yes",Plain Text
Directory of Lobbyists in Colorado,primarylobbyistid,Unique identifier for lobbyist,Number
Directory of Lobbyists in Colorado,annuallobbyistregistrationid,Registration id for lobbyist annual registration,Number
Directory of Lobbyists in Colorado,datedisclosurefiled,Date of filed disclosure,Date & Time
Directory of Lobbyists in Colorado,datedisclosurelastmodified,Date filed disclosure was last modified,Date & Time
Directory of Lobbyists in Colorado,businessassociatedwithpendinglegislation,Name of the business associated with a pending legislation,Plain Text
Directory of Lobbyists in Colorado,totalmonthlyincome,Monthly income for lobbyist,Money
Directory of Lobbyists in Colorado,totalmonthlyexpenses,Monthly expenses for lobbyist,Money
Directory of Lobbyists in Colorado,reportmonth,Month income and expenses were reported,Plain Text
Directory of Lobbyists in Colorado,fiscalyear,Fiscal year income and expenses were reported,Number
Directory of Lobbyists in Colorado,reportduedate,Due date for income and expense report. Typically the 15th or 16th of the following month,Date & Time
Population Estimates by Year for Counties in Colorado 2015,stateabbrv,The two letter state abbreviation.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,statename,State name or USA.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,stfips,Field Description: State FIPS code.,Number
Population Estimates by Year for Counties in Colorado 2015,areaname,Geographic area name.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,areatype,"Code describing type of geographic area: e.g. county, service delivery area, MSA.",Number
Population Estimates by Year for Counties in Colorado 2015,areatyname,Descriptive title of the areatype.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,area,Six-digit code assigned to represent a geographic area. Front fill with zeroes.,Number
Population Estimates by Year for Counties in Colorado 2015,periodyear,Character representation of calendar-year (e.g. 2000).,Number
Population Estimates by Year for Counties in Colorado 2015,periodtype,"Code describing type of period (e.g. Annual, quarterly, monthly, etc.).",Number
Population Estimates by Year for Counties in Colorado 2015,pertypdesc,A description of the period type.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,period,Period code. Will be set to '00' where periodtype is annual.,Number
Population Estimates by Year for Counties in Colorado 2015,popsource,Source Code for population data.,Number
Population Estimates by Year for Counties in Colorado 2015,popsrcdesc,Description of population source.,Plain Text
Population Estimates by Year for Counties in Colorado 2015,population,Number representing the population total for the specified geographic area and time period.,Number
Population Estimates by Year for Counties in Colorado 2015,releasedate,Release Date,Date & Time
Employment Wages in Colorado,stateabbrv,The two letter state abbreviation.,Plain Text
Employment Wages in Colorado,statename,State name.,Plain Text
Employment Wages in Colorado,stfips,Field Description: State FIPS code.,Number
Employment Wages in Colorado,areaname,Geographic area name.,Plain Text
Employment Wages in Colorado,areatype,"Code describing type of geographic area: e.g. county, service delivery area, MSA.",Number
Employment Wages in Colorado,areatyname,Descriptive title of the areatype.,Plain Text
Employment Wages in Colorado,area,Six-digit code assigned to represent a geographic area. Front fill with zeroes.,Number
Employment Wages in Colorado,periodyear,Character representation of calendar-year (e.g. 2000).,Number
