Dataset Title,API Field Name,Description
Construction Projects Endpoints for Funded Roads in Colorado 2017,rdcr,Rural/Urban code: R=Rural 1-3= Small to Large Urban Areas
Construction Projects Endpoints for Funded Roads in Colorado 2017,countydesc,FIPS counties
Construction Projects Endpoints for Funded Roads in Colorado 2017,congdist,Congressional districts
Construction Projects Endpoints for Funded Roads in Colorado 2017,commdist,CDOT Commission Districts
Charitable Purpose of the Charity in Colorado,entityid,Entity Id
Charitable Purpose of the Charity in Colorado,fein,Federal Employer Identification Number
Charitable Purpose of the Charity in Colorado,name,Charitable Organization
Charitable Purpose of the Charity in Colorado,statementofpurpose,Statement of charitable purpose of charity and description of program services
Cities in Colorado,shape_star,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source"
Cities in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Cities in Colorado,city_name,Name of the city
Cities in Colorado,city_fips,City fips code
Cities in Colorado,shape_stle,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source"
Cities in Colorado,shape_st_1,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source"
Cities in Colorado,shape_st_2,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source"
Professional and Occupational Licenses in Colorado,lastname,Last name of licence holder
Professional and Occupational Licenses in Colorado,firstname,First name of licence holder
Professional and Occupational Licenses in Colorado,middlename,Middle name of licence holder
Professional and Occupational Licenses in Colorado,suffix,Suffix name of licence holder
Professional and Occupational Licenses in Colorado,entityname,City provided by license holder
Professional and Occupational Licenses in Colorado,city,State provided by license holder
Professional and Occupational Licenses in Colorado,mailzipcode,Zip provided by license holder
Professional and Occupational Licenses in Colorado,licensetype,Type of license or professional certification with the state
Professional and Occupational Licenses in Colorado,subcategory,Sub type of license or division of professional certification with the state
Professional and Occupational Licenses in Colorado,licensenumber,Unique number assigned to license holder
Professional and Occupational Licenses in Colorado,licensefirstissuedate,First date licence holder obtained license
Professional and Occupational Licenses in Colorado,licenselastreneweddate,Most recent date licence holder's licence became effective
Professional and Occupational Licenses in Colorado,licenseexpirationdate,Expected expiration (and upcoming renewal date) licence holder's licence became effective
Professional and Occupational Licenses in Colorado,licensestatusdescription,Specialty of license holder
Professional and Occupational Licenses in Colorado,specialty,Current status of license
Professional and Occupational Licenses in Colorado,title,Title of license holder
Professional and Occupational Licenses in Colorado,degrees,Degree of license holder
Professional and Occupational Licenses in Colorado,casenumber,"Case Number, if present, is the case tracking number of a public action that may be attached to a record"
Professional and Occupational Licenses in Colorado,programaction,"Program Action, if present, is the type of public action that has been levied on a record"
Professional and Occupational Licenses in Colorado,disciplineeffectivedate,Effective date of the action
Professional and Occupational Licenses in Colorado,disciplinecompletedate,Completion date of the action if it is a limited term action
Professional and Occupational Licenses in Colorado,linktoverifylicense,URL to html page with dynamically updated details about the individual license
Professional and Occupational Licenses in Colorado,linktoviewhealthcareprofile,URL to html page with dynamically updated details about the Healthcare Professional
Professional and Occupational Licenses in Colorado,state,State provided by license holder
HOV and Restricted Driving Lanes in Colorado,fips,"A Domained Value Element (FIPS) Federal Information Processing Standard used to identify uniquely identify cities and counties equivalents in the United States, certain U.S. possessions, and certain freely associated states. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/FIPS"
HOV and Restricted Driving Lanes in Colorado,route,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/Route"
HOV and Restricted Driving Lanes in Colorado,segmid,A number representing the segment ID of a road marker. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/segmID
HOV and Restricted Driving Lanes in Colorado,length_,The Centerline Segment Length or Segment Distance (in Miles) to the Thousandth of a Mile. Length_ is the distance from one Road Segment to the next Road Segment. Length_ is a dimension or measurement that is carried out 3-decimal places. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/Length_
HOV and Restricted Driving Lanes in Colorado,updateyr,The Last Calendar year for which the data applies. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/updateYr
HOV and Restricted Driving Lanes in Colorado,fipscounty,"A Domained 3-Digit County Code (FIPS, DisplayValue) that Identifies the County in which the individual record is located. (Assigned based on Federal Information Processing Standards). http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/FIPSCounty"
HOV and Restricted Driving Lanes in Colorado,hovtype,The HOV Lane Type. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/HOVType
HOV and Restricted Driving Lanes in Colorado,hovlnqty,"The Number of individual thru lanes that have High-Occupancy Lanes, Restricted Lanes, Reversible Lanes, Express or Toll Lanes on the roadway segment. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/hovLnQty"
HOV and Restricted Driving Lanes in Colorado,tollid,"A 2-Digit Numeric coded value (tollID) used to Identify the Facility Name, Highway Name or Tollway Name of the Road Segment. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/tollID"
HOV and Restricted Driving Lanes in Colorado,tolltype,"A 1-Digit Numeric coded value (tollType) used to define Toll Lanes, (HOT) Lanes or Non-Toll Lanes on a road segment. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/tollType"
HOV and Restricted Driving Lanes in Colorado,tollcharged,A 1-Digit Numeric coded value (tollCharged) used to Identify if the road segment has a toll charge on both directions of travel or only charge on one direction of travel. http://dtdapps.coloradodot.info/otis/catalog/CICOHOVT/tollCharged
HOV and Restricted Driving Lanes in Colorado,lrsroute,A Unique Route Identification Code used in the run-length based LRS that is submitted to HPMS
HOV and Restricted Driving Lanes in Colorado,frommeas,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Starting Point of a roadway segment.
HOV and Restricted Driving Lanes in Colorado,tomeas,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Ending Point of a roadway Segment. Based on a validated run-length measure of a segment along a Route.
Parks and Rec Districts in Colorado,lgid,DOLA generated uninque identifier for a special district
Parks and Rec Districts in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Parks and Rec Districts in Colorado,lgname,Name of Parks and Recreation district
